Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Risk Data Science - Associate Director,$128K-$202K (Glassdoor est.),"Risk Data Science Associate Director

Are you ready to explore a world of possibilities?

Join our DTCC family, and youll grow your expertise and become the best version of you. As you embark on a new journey, youll tackle challenges with flexibility and grace, learning new skills and advancing your career while having the time of your life.

Why You'll Love This Job:

Being a member of our Risk Management team, youll work to protect the safety and soundness of our systems and are responsible for identifying, managing, measuring and mitigating a spectrum of key risk types including credit, market, liquidity, systemic, operational and technology in all existing and new products, activities, processes and systems.

Your Responsibilities:

The incumbent will be responsible for studying data, discovering the information hidden and help making smarter and better decisions for the Business. The primary focus of the role will be on applying text and data mining techniques, doing statistical analysis and building high quality and high-performance prediction systems integrated with the Risk applications. They will also have proven experience in data analysis, modeling and implementing solutions along with sound understanding of capital markets and financial risk domain to be able to recommend the best-fit model and solution approach.
Collaborate with cross functional teams to collate data
Enhancing data collection procedures to include information that is relevant for building analytical solutions
Data mining using state of the art methods
Selecting features, building and optimizing analytical/modeling solutions using machine learning techniques
Creating automated high-performance anomaly detection systems
Testing adequacy and fitness of the solutions
Produce reports and presentations to describe the solution to stakeholders
Doing ad-hoc analysis and presenting results in a clear manner
Mitigates risk by following established procedures and monitoring controls, spotting key errors and demonstrating strong ethical behavior.
**NOTE: Responsibilities of this role are not limited to the details above. **

Talents Needed for Success:
Minimum of 7 years of related experience
Bachelor's degree preferred with Masters or equivalent experience
Minimum of 5-7 years of related experience in Data analysis, Data Science, Modeling
Experience with SQL, Python, Big Data and Machine Learning Algorithms
Strong analytical and problem-solving skills
Great communication skills
Experience in Financial industry with focus on Risk Management is preferred
Experience in Data Visualization tools and AWS is a plus
Leadership Competencies:

Accountability - Demonstrates reliability by taking necessary actions to continuously meet required deadlines and goals.

Global Collaboration - Applies global perspective when working within a team by being aware of own style and ensuring all relevant parties are involved in key team tasks and decisions.

Communication - Articulates information clearly and presents information effectively and confidently when working with others.

Influencing - Convinces others by making a strong case, bringing others along to their viewpoint; maintains strong, trusting relationships while at the same time is comfortable challenging ideas.

Innovation and Creativity - Thinks boldly and out of the box, generates new ideas and processes, and confidently pursues challenges as new avenues of opportunity.",3.4,"DTCC
3.4","Dallas, TX","New York, NY",1001 to 5000 employees,1973,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),-1
"Junior Software Engineer, Data Science",$128K-$202K (Glassdoor est.),"Job Description
LockerDome is an ad platform with a brain, designed specifically for performance-based advertising. The brain behind the platform is Neo, an in-house AI, which uses machine learning to process billions of data points and make intelligent decisions at lightning speed. Learn more at lockerdome.com.

As a Junior Data Scientist on the Engineering & Product team, you will help design data models that enable decision making at scale.

Your skills should include:
Strong data cleaning skills
In-depth knowledge of statistics and calculus
Experience with R, MATLAB, or other statistics heavy language
Experience with TensorFlow or similar framework is a plus
Familiarity with various categories of neural networks

Powered by JazzHR

FNDsnb2Bay",3.6,"LockerDome, Inc.
3.6","Saint Louis, MO","Saint Louis, MO",51 to 200 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Data Science Manager,$128K-$202K (Glassdoor est.),"The Data Science Manager will manage a team of statisticians in research and development of new predictive models and new analytical techniques related to insurance pure premiums, customer life time value, customer buying behaviors and related topics using internal and external data.
Essential Functions and Responsibilities
Provide analytics for setting price, underwriting and products strategies.Implement analysis and modeling tests.
Develop and enhance models used in a variety of contexts within the product management structure.
Advance modeling capabilities.
Work with colleagues in various departments to facilitate the application of models developed considering the regulatory and competitive contexts.
Ensure models are understood, implications are appropriately assessed, implementation plans are defined,validation of results are undertaken and adjustments are made.
Qualifications and Education
Master's degree in Statistics, Mathematics, Engineering or related field (willing to accept foreign education equivalent) and a minimum of seven (7) years’ experience in managerial role supervising predictive/advanced analytics.
Alternatively, will accept Ph.D. and five years’ experience in managerial role supervising predictive/advanced analytics.
Demonstrated expertise in SAS.
Demonstrated expertise in Bayesian statistics.
Demonstrated experience in developing multivariate predictive models in an insurance environment.
About the Company
The Plymouth Rock Company and its affiliated group of companies write and manage over $1.4 billion in personal and commercial auto and homeowner’s insurance throughout the Northeast and mid-Atlantic, where we have built an unparalleled reputation for service. We continuously invest in technology, our employees thrive in our empowering environment, and our customers are among the most loyal in the industry. The Plymouth Rock group of companies employs more than 1,800 people and is headquartered in Boston, Massachusetts. Plymouth Rock Assurance Corporation holds an A.M. Best rating of “A-/Excellent”.",3.4,"Plymouth Rock Assurance
3.4","Woodbridge, NJ","Boston, MA",1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance"
Sr Data Science Consultant,$128K-$202K (Glassdoor est.),"Job Title: Sr. Data Science Consultant

Job Location: 300 Connell Drive, Suite 3000, Berkeley Heights, NJ 07922.

Job Duties: Axis Group LLC in Berkeley Heights, NJ is seeking Sr. Data Science Consultant to work with Big Data technologies to ingest, process and persist the data in a parallel and efficient way. Individuals will apply advanced theoretical knowledge of analytics and algorithms, as well as experience with Big Data tools and platforms, to perform the duties of the position.
Job duties and responsibilities include:
Perform Data Modeling and transformation work to stage, store and facilitate the consumption of accounting, employee timekeeping and customer datasets utilizing BI tools such as QLIK sense.
Clean the data in the Data Lakes to make it usable and readable.
Perform data discovery to find patterns and distribution in a given dataset.
Apply Machine Learning algorithms to come up with predictive and prescriptive metrics that help the business grow.
Find correlations between data and business driving factors.
Collaborate with business and IT stakeholders to ensure a successful delivery of these integrations.
Select features in a dataset to feed different machine learning algorithms for cases like outlier detection, inventory optimization, etc.
Engineer and implement solutions in different environments using different programming languages and environments.
This position has no direct reports and does not supervise the work of any other employees.
Minimum Requirements:
Bachelors degree or higher in Computer Science, Computer Engineering, Mathematics, Statistics, Management Information Systems, Analytics, Information Technology or any related IT or Engineering field of study, plus at least Two (2) years of experience in the job offered or in any related position(s).
Qualified candidates must also have demonstrable knowledge, experience, skill and proficiency (gained through education or employment) with the following:
Three or more of the following Big Data and Database Management Tools: HADOOP, SPARK, GOOGLE BIGQUERY, POSTGRESQL, MONGO DB, or SQL
SERVER;
Two or more of the following Business Intelligence Tools: STREAMSETS, ALTERYX, QLIK SENSE, JUPITER, PANDAS, SQOOP, HIVE, IMPALA or TRIFACTA;
One or more of the following Platforms: CLOUDERA CDH, AMAZON WEB SERVICES, GOOGLE CLOUD, KUBERNETES, DOCKER or LINUX;
Two or more of the following Development Tools: PYTHON, C#, JAVA, SCALA, RUBY, JAVASCRIPT, SQL or GIT.
Additional Information:
Domestic travel is required up to 50% of the time; No telecommuting.
No phone calls. No Emails.
Must be legally authorized to work in the United States without sponsorship.
Mail resumes: ATTN: Janice DiGiovine, Axis Group LLC, 300 Connell Drive, Suite 3000, Berkeley Heights, NJ 07922.",4.0,"Axis Group
4.0",New Jersey,"Berkeley Heights, NJ",51 to 200 employees,1996,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
Data Science Manager,$128K-$202K (Glassdoor est.),"Do you want to lead an innovative team of scientists who use machine learning, NLP and statistical techniques to provide the best customer experience on the earth? Do you want to change the way that people work with customer service? Our team wants to lead the technical innovations in these spaces and set the bar for every other company that exists. We love data, and we have lots of it. We're looking for Data Science Manager to lead a team of scientist who own end-to-end business problems and metrics which would have a direct impact on the bottom line of our business while improving customer experience.

If you see how big data and cutting-edge technology can be used to improve customer experience, if you love to innovate, if you love to discover knowledge from big structured and unstructured data and if you deliver results, then we want you to be in our team.

Major responsibilities
Analyze and extract relevant information from large amounts of both structured and unstructured data to help automate and optimize key processes
Design structured, multi-source data solutions to deliver the dashboards and reports that make data actionable
Drive the collection of new data and the refinement of existing data sources to continually improve data quality
Support data analysts and product managers by turning business requirements into functional specifications and then executing delivery
Lead the technical lifecycle of data presentation from data sourcing to transforming into user-facing metrics
Establish scalable, efficient, automated processes for large scale data analyses, model development, model validation and model implementation
Amazon.com is an Equal Opportunity Employer - Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age.
Basic Qualifications
Master's Degree in Computer Science, Systems Analysis, or related field
Ability to distill informal customer requirements into problem definitions, dealing with ambiguity and competing objectives
Ability to manage and quantify improvement in customer experience or value for the business resulting from research outcomes
5+ years' experience as a scientist or science manager
5+ years of industry experience in predictive modeling and analysis
5+ years data modeling, ETL development, and Data Warehousing
5+ years' experience with BI/DW/ETL projects.
Strong background in data relationships, modeling, and mining
Technical guru; Python/R/SQL expert
Strong communication and data presentation skills
Strong problem solving ability
Experience working with large-scale data warehousing and analytics projects, including using AWS technologies - Redshift, S3, EC2, Data-pipeline and other big data technologies.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",-1,Amazon Corporate LLC,"Seattle, WA",-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Science Engineer,$128K-$202K (Glassdoor est.),"Senior Data Science Engineer

## Nashville, TN

### Technology and Development

We are looking for an experienced Senior Data Scientist to join the team in our new Nashville iHeartRadio tech hub to help us with our mission to reshape the world of music and podcasts\. Data Science is at the heart of creating a data\-driven culture at iHeartRadio\. We help to define and deliver an unrivaled personalized music experience to our users by working closely with cross\-functional with teams of Data Engineers, Product Managers, Marketing Managers, and BI/Analytics\. As a full stack team, we engage with this mission at every level; we understand our user's intents and preferences through data, and design and engineer products that directly connect our users to the music they'll love\.

In your first six months, your work will result in releasing new audio data products directly to our 120\+ million users\. You will also build models to predict and understand the user journey through typical listening lifecycles\. You will have end to end ownership of your code, though ideally you also relish reviewing a good pull request\. If you enjoy building machine learning models, working with large data sets, and having a direct impact on a dynamic business, then this is a good role for you\.

We strongly believe in being an active part of our community\. We teach, write, give tech talks, release open source projects, and would love it if you also shared these passions\. Take a look at a few of our recent blog posts to get an idea:

+ **https://tech\.iheart\.com/mapping\-the\-world\-of\-music\-using\-machine\-learning\-part\-2\-aa50b6a0304c**
+ **https://tech\.iheart\.com/a\-generative\-model\-for\-track\-playlists\-4dba8b8515c**
+ **https://tech\.iheart\.com/ihrpi\-a\-simple\-solution\-to\-python\-package\-management\-874e373f5838**
+ **https://tech\.iheart\.com/real\-time\-music\-recommendations\-for\-new\-users\-with\-amazon\-sagemaker\-364b346d07db**
*You like:**
+ Solving complex real world problems
+ Collaborating with business stakeholders to understand requirements and socialize solutions
+ Designing and implementing novel machine learning methods
+ Evaluating new paradigms for deploying machine learning models
+ Staying atop the most recent developments and best practices in a quickly changing field
*You have:**
+ A deep understanding of machine learning algorithms and statistics
+ Scientific or quantitative computing experience \(Python, R, Spark\)
+ Experience working with distributed datasets \(Hadoop, Hive, Spark, SQL\)
+ The ability to tell a story with data \(large scale analysis, data visualization\)
+ Experience writing production code \(such as Python, Java, or Scala\)
+ An understanding of best practices in software engineering \(git, CI/CD, etc\)
+ \(Preferred\) a Masters or PhD degree in computer science or a quantitative discipline \(statistics, mathematics, economics, etc\) OR 2\+ years of previous work experience as a data scientist

iHeartRadio is now the number one commercial podcast publisher globally\! We connect fans with their favorite music and radio by offering users thousands of live radio stations, personalized custom artist stations created by just one song or seed artist, and the top podcasts and personalities\. We have continued to build on our position as the only major multi\-platform audio company, with a reach extending across more than 250 platforms, 2,000 different connected devices, and 135 million registered users\. Most recently we acquired Jelli \(our technology platform for targeted advertisements\) as well as Stuff Media \(owner of How Stuff Works content\)\. Outside of the U\.S\., we are in New Zealand, Australia, Canada, and Mexico\!

An Equal Opportunity Employer. The Company is an equal opportunity employer and will not tolerate discrimination in employment on the basis of race, color, age, sex, sexual orientation, gender identity, religion, disability, ethnicity, national origin, marital status, status as a protected veteran, genetic information, or any other legally protected classification or status.",3.2,"iHeartMedia
3.2","Nashville, TN","San Antonio, TX",10000+ employees,1972,Company - Public,Radio,Media,$5 to $10 billion (USD),"CUMULUS MEDIA, Entercom, Cox Media Group"
Data Science Program Coordinator,$128K-$202K (Glassdoor est.),"The effects of the COVID-19 pandemic have impacted UC San Diego Campus
hiring. Our Campus will continue to recruit for essential positions
and we ask for your understanding and patience with our application
process during this unprecedented time. For more information regarding
steps we are taking to keep applicants and staff safe during this
time, please click here.
UCSD Layoff from Career Appointment: by 6/26/20 for
consideration with preference for rehire. All layoff applicants should
contact their Employment Advisor.
Special Selection Applicants: by 7/7/20. Eligible Special
Selection clients should contact their Disability Counselor for
assistance.
DESCRIPTION
===========
The mission of the newly founded Data Science Institute is to advance
the scientific foundations for this exciting new field, and to support
education and training of students who will be the new leaders in this
area. Digital data have emerged as central to addressing critical
societal needs and enhancing the quality of life in the coming
decades. Data science touches virtually all aspects of life on our
planet. At the campus level, UC San Diego already has tremendous
strength in this area, ranging across all segments of the university.
For this reason, the Institute has been established as an independent
unit that works collaboratively with schools, divisions, departments,
centers, and faculty and students across the entire campus. The
Institute is directed by the Director, who reports to an Oversight
Committee chaired by the Chancellor. The Institute will be the
administrative home for the newly established undergraduate B.S. major
and minor in Data Science, and will work with departments and the
Academic Senate to create additional graduate programs in data
science. The institute will support collaborations between researchers
across campus and will also provide critical resources to support
innovation in data science.
Under the general supervision of the Student Affairs Manager, the Data
Science (DSC) Program Coordinator is responsible for a wide scope of
functions supporting the multi-disciplinary undergraduate Data Science
Program. With guidance from the Data Science Program Director(s) and
faculty, the incumbent will be responsible for developing the program,
planning the curriculum, setting and implementing the academic
policies, and managing the operational aspects of the program. The
incumbent will provide a full range of academic advising, student
affairs, curriculum planning, and administrative services to students
enrolled the Data Science Program. Responsibilities include:
participating in the short- and long-term planning for the degree
program and the curriculum, academic advising and career counseling,
student outreach/recruitment, and assisting with undergraduate
scheduling and enrollment management. A key component of the
incumbent's position will be to coordinate closely with three academic
departments which form the core of the multi-disciplinary program:
CSE, Cognitive Science and Mathematics. The Program Coordinator is
responsible for initiating resolution on problematic petitions and
forms; and working closely with the six undergraduate colleges,
Financial Aid and Scholarships Office, University Extension,
International Center, Registrar's Office, Student Business Services
and other academic departments. The incumbent participates in the
development, planning and implementation of student outreach and
retention events with industry, and the creation of informational
materials including departmental web pages. The incumbent will also
serve as work lead for the DSC Undergraduate Program Intake Advisor
position.
Overtime and occasional evenings/weekends may be required.
QUALIFICATIONS
==============
Proven experience in effectively counseling college student
population to assist them in meeting educational, academic, and
career goals. Experience with academic advising and counseling
techniques.
Knowledge of University processes and procedures. Knowledge of
and/or ability to learn, interpret, and apply HDSI and UCSD
policies, procedures, rules and regulations related to
undergraduate education, admissions, graduation, transfer, and
enrollment.
Knowledge of University-specific computer application programs and
pertinent databases. Demonstrated skill in using standard and
specialized office computer technology (email, database systems,
spreadsheet, word processing and internet), and a commitment to
regularly update and maintain technology skills. Specifically
Microsoft Office Suite preferred.
Strong writing skills to independently compose correspondence,
informational material, and web page content using correct
spelling, grammar, punctuation, composition, text editing, and
proofreading skills. Ability to multi-task; verbal and written
communication skills. Ability to balance multiple, often
conflicting, priorities with deadline constraints and numerous
interruptions. Demonstrated ability to successfully follow
multiple tasks through to completion. Excellent verbal
communication skills. Ability to express verbally one s position,
plan of action, evaluation or interpretations in a professional,
concise, and courteous manner.
Ability to gather and synthesize large amounts of complex data to
generate reports and make recommendations. Demonstrated strong
organizational skills.
SPECIAL CONDITIONS
==================
Job offer is contingent on clear Background Check.
The California Child Abuse and Neglect Reporting Act ('CANRA'),
Penal Code sections 11164-11174.4) requires certain professionals,
known as 'mandated reporters', to report known or suspected
instances of child abuse or neglect to law enforcement. This
position has been identified as a 'mandated reporter.",3.7,"University of California - San Diego Medical Centers
3.7","San Diego, CA","San Diego, CA",10000+ employees,1966,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Sharp HealthCare, Scripps Health"
Data Science Manager,$128K-$202K (Glassdoor est.),"Job Description

• Provide senior level management oversight and guidance to a team of managers responsible for Application DBA, ETL Development, and Platform Management teams within the Information Management (IM) group.

• Drive close alignment with the other teams to deliver comprehensive and robust solutions.

• Partner with the Infrastructure group to provide best in class platform management for all underlying technologies and drive clear accountabilities for operational support.

• Cultivate and effectively leverage 3rd party supplier relationships to help reduce costs, increase quality and create better speed to market.

• Foster an environment of continuous improvement on everything from estimation, design, development and support.

• Actively sustain an employee culture of high performance and teamwork by modeling appropriate behaviors and engaging with teams on key issues.

• Develop and retain future talent and leadership for the team.

Job Requirements

• Bachelor's degree in Computer Science, Engineering or equivalent experience.

• 15+ years of progressive technical and management experience, preferably in Data Management roles.

• Excellent interpersonal and communication skills.

• Demonstrated experience providing technical thought leadership for Oracle, Oracle Exadata, SQL Server, Informatica and DataStage.

• Experience managing Database Design and Development activities.

• Ability to drive a factory approach to ETL development and provide appropriate oversight on large and complex efforts.

• Experience driving best in class operational management capabilities to optimize data load processes to meet defined SLAs.

• Proven track record of developing talent through formal and informal mentoring.

• Demonstrated ability to assess priorities quickly and juggle workload to ensure the team delivers on all commitments.

• Proven ability in contributing strategically while providing tactical guidance and oversight to a busy and important portfolio of work.",-1,Sphere Software LLC,"New York, NY",-1,1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
"Senior Manager, Data Science",$128K-$202K (Glassdoor est.),"Summary:

The Senior Manager, Data Science is an individual contributor role that serves as an advisor to internal customers within the commercial organization. As part of the Advanced Analytics team, the role will collaborate with Sales & Marketing business partners, Customer Insights and Data Management teams to develop predictive and prescriptive models and insights across the commercial organization. This role will innovate and deliver analytics that support strategic and tactical decision making for both in-line and pre-launch products.

Job Responsibilities:

• Develop data science, machine learning, and artificial intelligence capabilities across therapeutic areas in the commercial organization.

• Build predictive analytics and data mining by leveraging longitudinal patient data.

• Build statistical models for marketing mix, program measurement, market event impact analysis, early adopter analysis, etc.

• Provide resource allocation and optimization recommendations to inform business planning.

• Build high-performance algorithms, prototypes, predictive models, and proof of concepts using Python, R or SAS

• Identify business needs and propose potential analytics approaches for solutions.

• Present analysis ideas, progress and results to business partners.

• Ensure systems meet business requirements and industry best practices.

• Assure compliance with regulatory, security, and privacy requirements as it relates to data assets.

Job Requirements:

• 8+ years' progressive, related industry experience with a minimum 4 years analytical experience in pharmaceutical or biotechnology industries.

• Bachelors degree required. Doctoral or Master's degree in data science, statistics, or a quantitative discipline preferred.

• Advanced programming experience in Python, R or SAS required. Experience in Dataiku preferred.

• Experience working with large and complex datasets and distributed computing tools (Hive, Spark, etc.).

• Detail-oriented technical aptitude with strong logical, problem solving, and decision-making skills.

• Ability to collaborate and influence business partners and other resources to drive analytic projects end-to-end.

• Ability to communicate analysis in a clear, precise, and actionable manner.

Does this sound like you? Apply now to take your first steps toward living the Regeneron Way! We have an inclusive and diverse culture that provides amazing benefits including health and wellness programs, fitness centers and stock for employees at all levels!

Regeneron is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion or belief (or lack thereof), sex, nationality, national or ethnic origin, civil status, age, citizenship status, membership of the Traveler community, sexual orientation, disability, genetic information, familial status, marital or registered civil partnership status, pregnancy or maternity status, gender identity, gender reassignment, military or veteran status, or any other protected characteristic in accordance with applicable laws and regulations. We will ensure that individuals with disabilities are provided reasonable accommodations to participate in the job application process. Please contact us to discuss any accommodations you think you may need.

#INDCOMM

-",3.9,"Regeneron
3.9","Sleepy Hollow, NY","Tarrytown, NY",5001 to 10000 employees,1988,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 billion (USD),"Genentech, Vertex Pharmaceuticals, Celgene"
Operations Research Analyst/ Data Science/Assessment Analyst,$128K-$202K (Glassdoor est.),"INTECON (Integrity Consulting) is a Woman Owned (WOSB) and Service Disabled Veteran Owned Small Business (SDVOSB) that provides proven Telecommunication, Information Technology, Maintenance & Operations, Engineering Services (T.I.M.E.), and Advisory & Assistance services to government and commercial customers. We provide reliable, customer-driven support and personify responsiveness in serving our clients. We bring proven management from both inside the continental United States and overseas, supporting programs in the United States, Korea, Afghanistan and the Middle East. Our employees are truly our greatest strength and we are fully dedicated to maximizing the success of our clients.

***Contingent Upon Contract Award*** A Operations Research Analyst/ Data Science/Assessment Analyst is needed for United States Central Command (USCENTCOM).
May work independently or part of a small team in conducting analysis in support of assessments with high visibility, unusual urgency or program criticality; requiring a variety of OR techniques and tools.
Communicate, prepare correspondence and presentations at the 4-Star General Officer level
May develop and support, or direct others in developing and supporting, new analytic capabilities as requirements evolve within the command for assessments.
May integrate analytical applications/software programs and Microsoft applications to support assessments.
May create data management tools to support statistical/predictive analysis, DCMP,developing tools, methods and processes for data collection.
Requirements

Education Requirements:
Bachelor’s degree in a related field, Master’s preferred
Requirements:
The position shall be staffed by individuals with operations assessment and OR experience
Three years of assessments experience, with a minimum of one year of experience of operations assessment and OR experience at O-4 level equivalent or higher on a COCOMS staff or in a Joint or Combined Command Headquarters or equivalent.
Benefits

INTECON is an equal opportunity employer and considers qualified applicants for employment without regard to race, color, creed, religion, national origin, sex, sexual orientation, gender identity and expression, age, disability, or Vietnam era, or other eligible veteran status, or any other protected factor.

Follow us on any social media platform

Facebook

LinkedIn

Instagram intecon1

Twitter",3.3,"Intecon
3.3","Tampa, FL","Colorado Springs, CO",51 to 200 employees,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1
Data Science Architect,$128K-$202K (Glassdoor est.),"Overview:

WHATS THE REAL TITLE?

The Data Architect - Sherlock Holmes

WHO ARE WE?

Nomi Health is the modern payment system for employee healthcare. We sidestep the middlemen, and connect employers providers and families directly at scale to cut healthcare costs by 30% across America. We will do this by eliminating high cost out of network charges, making the process all digital with easy access to real data and understandable actions.

The company is in stealth mode right now and has raised over $10M in seed funding which will be used to hire and develop the product, technology and go-to-market team.

Nomi Health is led by Mark Newman (Founder/CEO) , Josh Walker (Co-Founder, COO) and Boe Hartman (Co-Founder, CTO). Both Mark, Josh and Boe have a proven track record in the HR Tech, Health Tech, Health plans, Pharmacy and Financial Service industries. Mark, previously Founder/CEO of HireVue where he scaled the company from 0 to $40m ARR with a successful exit of over $500M. Josh, comes with 18+ years of experience in healthcare as COO at Imagine Health, Upwell and OptumInsight where he has first-hand experience in international and domestic healthcare markets leading and expanding business growth. Boe has served in multiple senior positions across global banking for over 25 years. Most recently, at Goldman Sachs as a Partner, where he led the firms launch of its digital consumer bank; Marcus By Goldman Sachs and the firm's entry into the consumer credit card market.

:

WHICH LEADER IS RESPONSIBLE FOR YOUR GROWTH AND DEVELOPMENT?

Chief Technology Officer

WHY IS THIS ROLE CRITICAL?

We are looking for a Data Science Architect who can pave the way for more work in the data field and start by analyzing our current needs and use data to generate value with Nomi Healths end goal in mind. From this goal, you will design the architecture and the analytics pipelines while taking into account appropriate time frames, and costs.

Since we are early in our journey and we will be soon dealing with a lot of data, this person will set the stage for future work of data scientists and data engineers. This person will also be responsible to create a solid data strategy and help instill a data driven culture.

WHAT IS A DAY IN THE LIFE?

As a Data Science Architect you will provide deep technical and domain subject knowledge to the company and future customers. You should be able to know how to examine new data systems requirements and implement migration models. You will also spend a good deal of time problem solving, analyzing architecture and assessing architect models, reviewing data migrations, selecting platforms and on-boarding of data management solutions that meet the technical and operational needs of the business. You must be hands-on with tools and code.

Requirements:

OK, HOW ABOUT A FEW SPECIFIC RESPONSIBILITIES?
Lead the development of the ML capabilities for the NoMi Health
Develop and implement data models to guide business decisions
Mapping data sources, including descriptions of the business meaning of the data, its uses, its quality, the applications that maintain it and the database technology in which it is stored. Documentation of a data source must describe the semantics of the data so that the occasional subtle differences in meaning are understood.
Documenting interfaces and data movement by recording how mapped data is moved around the virtual enterprise. This includes the frequency of movement, the source and destination of each step, how the data is transformed as it moves, and any aggregation or calculations.
Designing the movement of data through the enterprise, including sources of data and how the data is moved around in order to be improved.
Defining integrative views of data to draw together data from across the enterprise. Some views will use a database of extracted data and others will bring together data in near real time, considering data currency, availability, response times and data volumes. Designing canonical data views to limit technical debt as data flows from point-to-point transformation.
Defining technical standards and guidelines. Assess and document when and how to use the architected producers and consumers, the technologies to be used for various purposes, and models of selected entities, objects and processes. The guidelines should encourage reuse of existing data stores, as well as address issues of security, timeliness and quality.
Investigate and participate in emerging technologies and new release Proofs of Concept (PoCs).
Leveraging existing [core] data assets.
Managing related metadata to include business descriptions of the data, details of any calculations or summaries, descriptions of the sources of the data, and indications of data quality and currency.
Communicating the data architecture across the enterprise.
Ensuring a focus on data quality by working effectively with data stewards so they can understand data semantics and identify opportunities for improving data quality.
Data Science Architect requirements are:
Bachelor's degree in Computer Science, Computer Engineering or relevant field.
A minimum of 3 years' experience in a similar role.
Must have AWS or Azure experience. (Snowflake, Databricks, S3 desirable)
Must have ELT experience
Must have coding experience (python, JAVA, R),
Familiarity of system concepts and tools within an enterprise architecture framework.
Knowledge of various modern data formats, tools, and methodologies. (Infomatics desirable)
Excellent organizational and analytical abilities.
Outstanding problem solver.
Good written and verbal communication skills.
Nomi Health is offering a highly competitive compensation package with an attractive base salary as well as a significant equity stake into the company at an early stage.

Benefits:

Health, Dental, Vision, 401k with match, Commuter benefits with Great Pay, plus Equity.

Company Introduction:
You are the real payer in healthcare.

We are sick and tired of how expensive healthcare in America is. We believe a healthcare system should exist where you can go to the same doctor, receive the same care and it costs you 30% less with everyone that matters - you, your employer, and the provider all beyond happy.

Nomi Health is working on a way to simplify the mess of paying for healthcare in America. Its time for a revolution in 2020. Join the fight.

We are looking for amazing software engineers, data scientists, evangelizers, go to market and healthcare experts who are sick of the status quo to join our team to fight how much healthcare costs in America.",-1,Nomi Health,"Austin, TX","Orem, UT",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
